UT,PY,LA,DT,TI,DE,ID,AB
WOS:000747756400001,2022,English,Article,Planting Period Effects on Wheat Productivity and Water Footprints: Insights through Adaptive Trials and APSIM Simulations,adaptive trials; APSIM modelling; blue water; sowing time; water productivity,PHOSPHOGYPSUM-ENRICHED UREA; SUMMER FORAGE CROPS; TRITICUM-AESTIVUM; USE EFFICIENCY; CLIMATE-CHANGE; IRRIGATION REGIMES; SOIL QUALITY; YIELD; RICE; FERTILIZATION,"Scarcity of fresh water and climate change are the two main threats for wheat production in South Asia. Tweaking wheat planting period could be an effective cost-smart strategy to mitigate these stresses. To evaluate the performance of three leading wheat varieties under different planting periods in pragmatic on-farm environments, trials were carried out during 2019-2020 and 2020-2021. Further, to have greater insights on long-term temporal scale, 22 years (2000 to 2021) of crop simulation data were analyzed to identify the optimum planting period of wheat for higher yield and water productivity using the APSIM cropping systems simulation model. The result showed that first fortnight of November (PD1)-sown crop resulted in higher grain yield and more irrigation water use efficiency. Wheat sown during PD1 and in the second fortnight of November (PD2) had 20-25% lower blue water requirement than the second fortnight of December (PD4) crop in the long run. To produce one tonne of wheat grain required an additional 20, 60 and 83 m(3) irrigation water when the crop was sown at PD1, PD2, PD3 (first fortnight of December) and PD4, respectively. It was observed that PD4 reduced wheat yields by 20-22% compared to sowing on PD1 and PD2 and every 15 days' delay in wheat planting after 15 November reduced the length of the crop growing season by 4-5 days. Hence, the early wheat planting is proven superior in harnessing maximum yield with minimum burden on blue water resources."
WOS:000808595200001,2022,English,Article,An Analysis of Water Use Efficiency of Staple Grain Productions in China: Based on the Crop Water Footprints at Provincial Level,water footprint of grain production; green water footprint; blue water footprint; agricultural water productivity; water use efficiency; North-to-South Grain Transportation; sustainable water use,WINTER-WHEAT; GREEN; BLUE; PERSPECTIVE; MANAGEMENT; RESOURCES,"This article analyzed the water use efficiency of China's staple grain productions (maize, rice, and wheat). This research calculated the water footprints of crop production using the CROPWAT model based on reported water use in 2000 and during 2015-2019, and both green and blue water footprints were calculated. The results showed that compared to 2000 water use efficiency of crop production for maize, rice and wheat during 2015-2019 were increased by about 12.4%, 10.8%, and 2.5% respectively. The current spatial structure of the stable grain industry that makes up grain production regions are concentrated in northern China, then grains are distributed across China (North-to-South Grain Transportation). This has advantages in the increase of agricultural water productivity. This research indicated that agricultural policies should further consider an advance of regional grain production, along with the optimization of transportation channels for stable grains to increase irrigation water use efficiency. The establishment of staple grain production in designated areas not only ensures China's food security, but also promotes the sustainable use of irrigation water resources."
WOS:000861665900001,2022,English,Article,"The water-energy nexus in irrigated agriculture in South Asia: Critical hotspots of irrigation water use, related energy application, and greenhouse gas emissions for wheat, rice, sugarcane, and cotton in Pakistan",food-energy-water systems; energy footprint; carbon footprint; irrigation; Pakistan,REDUCING CARBON EMISSIONS; MANAGEMENT; FOOD,"Asia has a large water scarcity problem, especially in countries depending on irrigation, limiting agricultural production, and increasing food insecurity. When water becomes scarce, it needs conveyance over longer distances or pumping from deeper groundwater stocks, requiring pumping energy, often fossil energy, emitting greenhouse gasses. This causes a trade-off between irrigation water supply and fossil energy use contributing to global warming. This research focuses on the water-energy-food nexus in irrigated agriculture to improve resource management. It uses Pakistan as its case study area and assesses water consumption, energy (EFs), and carbon footprints (CFs) associated with irrigation water supply for the major crops (wheat, rice, sugarcane, and cotton) per district. The method first assesses irrigation water volumes (surface and groundwater) per crop per district and next the energy and CO2 emissions to provide this water. Data on allocated water volumes, crop areas and pumping types were taken from governmental reports. Groundwater tables and energy data were taken from scientific publication based also on actual measurements. The research identifies unfavorable hotspots and favorable areas from a water and energy perspective. Drivers determining water consumption, EFs, and CFs related to irrigation water supply show spatial and temporal differences and include crop types, temporal crop water requirements, fractions of gravity-fed and pumped water, groundwater tables, and energy sources (diesel, electric, and solar). In Pakistan, annual irrigation supply requires 103 PJ of energy generating a CF of 11 10(9) kg CO2 (6% of the national CF). Diesel pumps, pumping shallow groundwater, contribute most (73%), followed by electric pumps pumping deep groundwater. Energy for surface water pumping is negligible. Wheat contributes 31% to the EF, cotton 27%, and sugarcane and rice 21% each. CFs, caused by fossil energy use to pump irrigation water, are also dominated by wheat (32%) and cotton (31%), followed by rice and sugarcane (19% each). Ten hotspot districts contribute 42% to the EF of the major crops and increased by 21% in fourteen years. Wheat and cotton in Punjab and rice and cotton in Sindh are the most energy-intensive. EFs range between 3,500 and 5,000 TJ per district, with some districts in Punjab, the most important agricultural province, using even more. Large differences occur among EFs per unit of irrigation water, ranging between 7 and 2,260 KJ/m(3), CFs between 1 and 444 g CO2/m(3). The identification of hotspots may contribute to measures to minimize water consumption, EFs and CFs for agriculture in Pakistan. Other countries that also rely on irrigation could apply methods applied here to identify hotspots."
WOS:000443176100002,2018,English,Article,Alternative cereals can improve water use and nutrient supply in India,,FOOD-PRODUCTION; CLIMATE-CHANGE; FOOTPRINT; CROPS; AGRICULTURE; GREEN,"Humanity faces the grand challenge of feeding a growing, more affluent population in the coming decades while reducing the environmental burden of agriculture. Approaches that integrate food security and environmental goals offer promise for achieving a more sustainable global food system, yet little work has been done to link potential solutions with agricultural policies. Taking the case of cereal production in India, we use a process-based crop water model and government data on food production and nutrient content to assess the implications of various crop shifting scenarios on consumptive water demand and nutrient production. We find that historical growth in wheat production during the rabi (non-monsoon) season has been the main driver of the country's increased consumptive irrigation water demand and that rice is the least water-efficient cereal for the production of key nutrients, especially for iron, zinc, and fiber. By replacing rice areas in each district with the alternative cereal (maize, finger millet, pearl millet, or sorghum) with the lowest irrigation (blue) water footprint (WFP), we show that it is possible to reduce irrigation water demand by 33% and improve the production of protein (+1%), iron (+27%), and zinc (+13%) with only a modest reduction in calories. Replacing rice areas with the lowest total (rainfall + irrigation) WFP alternative cereal or the cereal with the highest nutritional yield (metric tons of protein per hectare or kilograms of iron per hectare) yielded similar benefits. By adopting a similar multidimensional framework, India and other nations can identify food security solutions that can achieve multiple sustainability goals simultaneously."
WOS:000839131900001,2022,English,Article,Changes in the Water-Energy Coupling Relationship in Grain Production: A Case Study of the North China Plain,water-energy relation; grain production; coupling index; FEW nexus; staple food,LIFE-CYCLE ASSESSMENT; WHEAT PRODUCTION; FOOD NEXUS; MODEL; IRRIGATION; YIELD; MANAGEMENT; FOOTPRINT; PATTERNS; IMPACTS,"Water consumption and energy consumption are inevitable in grain production, but few studies have focused on the integrated assessment of these two indicators and their relationships. To address the research deficiency, taking the North China Plain (NCP) as a case study, this paper quantifies the changes in grain crop planting structure and the accompanying changes in irrigation water consumption (IWC) and energy consumption (EC) in the NCP. On this basis, the water-energy coupling index (CI) is constructed to analyze the water-energy coupling relationship in the context of grain crop planting structure change. The results revealed that the sown area of three of the four main grain crops in the NCP, namely winter wheat, summer maize, and rice, roughly increased in the south and decreased in the north, while the sown area of spring maize increased in most counties where it was planted in the NCP from 2000 to 2015. With the change of grain crop planting structure, IWC and EC of winter wheat in the NCP decreased by 19.87 x 10(6) m(3) and 16.78 x 10(8) MJ, respectively, mainly distributed in the Beijing-Tianjin-Hebei region, while IWC and EC of other crops all increased. In terms of CI values, although that of spring maize increased, those of winter wheat, summer maize, and rice all decreased, and the overall CI values of grain production in the NCP decreased from 0.442 in 2000 to 0.438 in 2015, indicating that grain crop distribution has been optimized toward a less water- and energy-intensive and more sustainable layout in the NCP. This paper can add case and methodological support to the food-water-energy (FEW) nexus research and can also provide policy suggestions for regional crop optimization layout and conservation of both water and energy resources."
WOS:000410376100001,2017,English,Article,"An urban systems framework to assess the trans-boundary food-energy-water nexus: implementation in Delhi, India",food energy water nexus; urban system; trans-boundary infrastructure footprints; coupled water-energy-GHG footprints; supply-chain; risk; ground water vulnerability; sustainability,CARBON FOOTPRINT; CITIES; CITY,"This paper develops a generalizable systems framework to analyze the food-energy-water (FEW) nexus from an urban systems perspective, connecting in-and trans-boundary interactions, quantifying multiple environmental impacts of community-wide FEW provisioning to cities, and visualizing FEW supply-chain risks posed to cities by the environment. Delhi's community-wide food demand includes household consumption by socio-economic-strata, visitors-and industrial food-use. This demand depends 90%, 76%, and 86% on trans-boundary supply of FEW, respectively. Supply chain data reveal unique features of trans-boundary FEW production regions (e.g. irrigation-electricity needs and GHG intensities of power-plants), yielding supply chain-informed coupled energy-water-GHG footprints of FEW provisioning to Delhi. Agri-food supply contributes to both GHG (19%) and water-footprints (72%-82%) of Delhi's FEW provisioning, with milk, rice and wheat dominating these footprints. Analysis of FEW interactions within Delhi found > 75% in-boundary water-use for food is for urban agriculture and > 76% in-boundary energy-use for food is from cooking fuels. Food waste-to-energy and energy-intensity of commercial and industrial food preparation are key data gaps. Visualizing supply chains shows > 75% of water embodied in Delhi's FEW supply is extracted from locations over-drafting ground water. These baseline data enable evaluation of future urban FEW scenarios, comparing impacts of demand shifts, production shifts, and emerging technologies and policies, within and outside of cities."
WOS:000379032900005,2016,English,Article,CARBON FOOTPRINT OF THE COLOMBIAN COCOA PRODUCTION,Carbon footprint; climate changes; global warming potential; Theobroma cacao L.,LIFE-CYCLE ASSESSMENT; GREENHOUSE-GAS EMISSIONS; ENVIRONMENTAL IMPACTS; WATER FOOTPRINT; RICE PRODUCTION; CROP PRODUCTION; ENERGY; VARIABILITY; PROVINCE; NATIONS,"Cocoa is an important commercial crop in the tropics; and estimating the carbon emissions in the producing-areas is a worthwhile effort. The main goal of the current paper was to evaluate the carbon footprint (CF) per kilogram of Colombian cocoa bean produced under conventional and agroforestry managements, following the methods proposed by PAS 2050. In this research, we compared our results to other worldwide researches, showing an overview of the current limitations and challenges involving the CF researches. Our results showed that all calculated environmental burdens were lower for the conventional management. In the agroforestry practice, composting of cocoa pod husks contributed with approximately 34.00E+00 g methane and 2.55E+00 g nitrous oxide emissions per kilogram of cocoa grain produced. Therefore, such practice could reduce CF by 6.00E+00 kg CO2 Eq kg(-1), which is certainly a significant amount. These cocoa residues left on the ground have a strong impact on CF of both studied managements due to the anaerobic decomposition of organic matter, which represents more than 85% of emissions. We concluded that both evaluated production processes can emit environmental burdens at the same magnitude. Definitely, there is a widespread need to improve cocoa production system by changing old and less productive plants to the so called clones to ensure cocoa yield and quality worldwide."
WOS:000699867100001,2022,English,Article,Virtual water trade and its implications on water sustainability,virtual water export; virtual water import; virtual water trade; water footprint; water sustainability,FOOD; FOOTPRINT; SCARCITY; DEMAND; FLOWS; NEED,"Limited and declining water resources, increasing demand of water resources from different sectors has posed a major challenge for maintaining water sustainability and thus overall sustainability for a populous and water scarce country like India. Over extraction and changing climate have put additional pressure to maintain water sustainability. Therefore, there is a need of proper planning of utilization and management of water resource. Recently, virtual water trade has received much attention and become important tool for balancing the water budget. On the other hand, virtual water trade may also adversely effects on water balance of exporter's country as well as economy. Analysis of virtual water trade with its implications on water resources are missing, hence, there is a need of such analysis that will help in management of water resources. In this study an attempt is made to present a quantitative analysis of virtual water trade and its implications on water sustainability. For this study rice crop is considered only due to its characteristics as rice is major water consumer crop and water exporter crop from India."
WOS:000781277100001,2022,English,Article,Environmental Valorization of Rice Waste as Adsorbent Material for the Removal of Nitrates from Water,nitrate removal; life-cycle assessment; waste valorization; rice straw,LIFE-CYCLE ASSESSMENT; LOW-COST ADSORBENTS; STRAW; POLLUTANTS; ADSORPTION,"An innovative water-treatment process consisting in reducing the nitrate concentration by using an active silica filter obtained from ashes produced during rice-straw thermal treatment has been developed by the LIFE LIBERNITRATE project. A life-cycle assessment (LCA) was carried out to evaluate the environmental impacts of this innovative process, from the production of ashes and extraction and activation of silica to the water treatment. These results were compared to the environmental impact derived from the use of bottled water, instead of tap water, where traditional water treatments (i.e., reverse osmosis) may not be available due to the high installation and operating costs. The comparison showed that the proposed innovative process could contribute to reducing the environmental impact in almost all analyzed impact categories (from 20% for photochemical oxidation to 90% for abiotic depletion) with respect to the use of bottled water. In addition, if conveniently optimized (for example reducing the amount of active silica used per day), the innovative process could further reduce the ecological footprint and be more eco-friendly than the use of bottled water and could be applied to treating water in small towns where reverse osmosis may not be installed. The LCA proved that the innovative process could contribute to reducing the environmental impact of water-treatment technologies resulting in lower environmental indicators with respect to the use of bottled water."
WOS:000462105700028,2019,English,Article,International trade of global scarce water use in agriculture: Modeling on watershed level with monthly resolution,Water scarcity; International trade; Water footprint; Multi-regional input-output analysis; MRIO; WF; Displacement,ENVIRONMENTAL IMPACTS; VIRTUAL WATER; FOOTPRINT; INPUT; CONSUMPTION; CRITIQUE; CARBON,"Fresh water is a renewable yet limited natural resource. While abundant in some areas, fresh water is scarce in others where its consumption in agriculture leads to negative impacts on humanity, ecosystems and biodiversity. International trade in water intensive products can help to reduce water stress or may increase water consumption in water stressed regions. We attribute the share of global scarce water use by the agricultural production to individual countries and regions. We convert the volume of blue water use to cubic meters of scarce water equivalent by reflecting local and temporal water scarcity on a watershed and monthly level and allocate to final consumers, who pull the production chains. Our results indicate that international trade ""helps"" to limit water stress in arid regions, such as the Middle East region, Portugal and Mexico. However, the Middle East and Mexico still embody high scarce water use in exported products, which counter-acts stress mitigation. From the global perspective, the role of international trade in water stress mitigation is ambiguous as it enables humanity to thrive in inhospitable areas of the Middle East region; and consumption of products which are not available under domestic climatic conditions, e.g. cotton, sugar cane and rice."
WOS:000464660000036,2019,English,Article,Water Debt Indicator Reveals Where Agricultural Water Use Exceeds Sustainable Levels,sustainability; water footprint; water depletion; food production; groundwater; irrigation demand,SURFACE-WATER; GROUNDWATER; FOOD; LAND; SCARCITY; AQUIFERS; IMPACTS,"Agriculture overexploits water resources in many regions, as water stress metrics highlight. Tracing back the causes of water overuses and separately accounting for soil water, surface water and groundwater resources is an open challenge to monitor the sustainability of agricultural water use. We introduce the water debt repayment time indicator, measuring the time required to replenish water resources used for annual crop production. This indicator disentangles source- and crop-specific water overuses at a high spatial resolution. Globally, we find that wheat and rice production critically overuses groundwater resources and cotton production overuses both surface water and groundwater. Locally, unsustainable production is found over the Sabarmati Basin and in the Chao Phraya Basin, where the repayment time exceeds 5years in many cultivated areas. Critical overuses are also found over the High Plain and Indo-Gangetic Plains, where the repayment times reach 50years. Unsustainable irrigation is often a consequence of growing crops during local dry seasons."
WOS:000474419000006,2019,English,Article,Do alternative irrigation strategies for rice cultivation decrease water footprints at the cost of long-term soil health?,alternate wetting and drying; mid-season drainage; soil organic carbon; rice; carbon dioxide; methane; nitrous oxide,GREENHOUSE-GAS EMISSIONS; ORGANIC-MATTER; DRYING IRRIGATION; SAVING IRRIGATION; CARBON STOCKS; PADDY FIELDS; MANAGEMENT; YIELD; FERTILIZATION; INCREASE,"The availability of water is a growing concern for flooded rice production. As such, several water-saving irrigation practices have been developed to reduce water requirements. Alternate wetting and drying and mid-season drainage have been shown to potentially reduce water requirements while maintaining rice yields when compared to continuous flooding. With the removal of permanently anaerobic conditions during the growing season, water-saving irrigation can also reduce CO2 equivalent (CO2eq) emissions, helping reduce the impact of greenhouse gas (GHG) emissions. However, the long-term impact of water-saving irrigation on soil organic carbon (SOC)-used here as an indicator of soil health and fertility-has not been explored. We therefore conducted a meta-analysis to assess the effects of common water-saving irrigation practices (alternate wetting and drying and mid-season drainage) on (i) SOC, and (ii) GHG emissions. Despite an extensive literature search, only 12 studies were found containing data to constrain the soil C balance in both continuous flooding and water-saving irrigation plots, highlighting the still limited understanding of long-term impacts of water-saving irrigation on soil health and GHG emissions. Water-saving irrigation was found to reduce emissions of CH4 by 52.3% and increased those of CO2 by 44.8%. CO2eq emissions were thereby reduced by 18.6% but the soil-to-atmosphere carbon (C) flux increased by 25% when compared to continuous flooding. Water-saving irrigation was also found to have a negative effect on both SOC-reducing concentrations by 5.2%-and soil organic nitrogen-potentially depleting stocks by more than 100 kgN/ha per year. While negative effects of water-saving irrigation on rice yield may not be visible in short-term experiments, care should be taken when assessing the long-term sustainability of these irrigation practices because they can decrease soil fertility. Strategies need to be developed for assessing the more long-term effects of these irrigation practices by considering trade-offs between water savings and other ecosystem services."
WOS:000606742400003,2021,English,Article,Closing yield and harvest area gaps to mitigate water scarcity related to China's rice production,Yield gap; Cropping intensity; Water footprint; Cropping redistribution; Sustainable agriculture; Freshwater use,SOURCE GEOSPATIAL TOOL; FAO CROP MODEL; FOOD-PRODUCTION; IMPACTS,"Over the past decades, China's rice production area has experienced a substantial change in spatial distribution that has exacerbated national freshwater scarcity. To support the development of guidelines for sustainable water use in rice cropping, this study explores the potential for achieving a downscaled freshwater use boundary with high spatial resolution while maintaining China's current production levels. We found that, to operate within the boundary, which was defined using a water scarcity index, national irrigation water use for rice cropping should reduce by 10% in water-scarce regions, implying a 10% loss in national rice production without further intervention. However, using scenario analysis, we found that the production losses can be reduced to approximately 7% by closing yield gaps, and fully compensated by closing harvest area gaps in water-rich regions. The closing of both the yield and harvest area gaps allows an increase of 6.9 million metric tons of rice (3% of the national production). The water-rich regions which are suitable for double-rice systems show a high potential to increase rice production. The spatial redistribution of rice production under these scenarios resulted in a reduction in the national water-scarcity footprint related to rice cropping of 52-55%. These results demonstrate that, to reach the downscaled water use boundary, national redistribution of rice production is necessary and urgent. Our study provides detailed spatial information to support water and land use decisions."
WOS:000508610900002,2020,English,Article,Assessment of potential implications of agricultural irrigation policy on surface water scarcity in Brazil,,FOOTPRINT; REQUIREMENTS; GREEN; LAND; BLUE; CROPLAND; IMPACTS; SYSTEMS; SAVINGS; DEMAND,"Expanding irrigated cropping areas is one of Brazil's strategies to increase agricultural production. This expansion is constrained by water policy goals to restrict water scarcity to acceptable levels. We therefore analysed the trade-off between levels of acceptable water scarcity and feasible expansion of irrigation. The appropriateness of water use in agricultural production was assessed in categories ranging from acceptable to very critical based on the river flow that is equalled or exceeded 95 % of the time (Q(95)) as an indicator for physical water availability. The crop water balance components were determined for 166 842 subcatchments covering all of Brazil. The crops considered were cotton, rice, sugarcane, bean, cassava, corn, soybean and wheat, together accounting for 96 % of the harvested area of irrigated and rain-fed agriculture. On currently irrigated land irrigation must be discontinued on 54 % (2.3 Mha) for an acceptable water scarcity level, on 45 % (1.9 Mha) for a comfortable water scarcity level and on 35 % (1.5 Mha) for a worrying water scarcity level, in order to avoid critical water scarcity. An expansion of irrigated areas by irrigating all 45.6 Mha of the rain-fed area would strongly impact surface water resources, resulting in 26.0 Mha experiencing critical and very critical water scarcity. The results show in a spatially differentiated manner that potential future decisions regarding expanding irrigated cropping areas in Brazil must, while pursuing to intensify production practices, consider the likely regional effects on water scarcity levels, in order to reach sustainable agricultural production."
WOS:000531558100294,2020,English,Article,How High-Quality Urbanization Affects Utilization Efficiency of Agricultural Water Resources in the Yellow River Basin under Double Control Action?,water utilization efficiency; high-quality urbanization; double control action; the Yellow River Basin,PANEL-DATA; ECONOMIC-GROWTH; CHINA; PRODUCTIVITY; FOOTPRINT; SCARCITY; NORTH,"To promote the high-quality development of the Yellow River Basin, the total amount and intensity of agricultural water must be controlled. Further speaking, an urbanization development system should be established that is compatible with water resources and the water environment. We adopted the stochastic frontier analysis model to measure the agricultural water utilization efficiency of the Yellow River Basin from 2007 to 2017. We also adopted the dynamic panel difference generalized method of moments (GMM) and system GMM models to verify the driving factors, in which population urbanization, economic urbanization, and equilibrium urbanization levels were selected as the key variables. The results show that the overall efficiency of agricultural water utilization maintained a steady upward trend during the research period. The spatial differentiation was generally characterized by higher efficiency levels in the eastern region and lower levels in the western region. The variation coefficient of water utilization efficiency showed a downward trend in general, which indicates a space spillover effect. Agricultural water utilization efficiency continued to converge from 2007 to 2017, and the upper reaches area converged relatively more quickly. Regarding the influencing factors, the population urbanization, economic urbanization, balanced urbanization, crop planting ratio, and rice planting ratio had negative effects on agricultural water utilization efficiency. Urbanization did not positively affect agricultural water use efficiency as the related theories, so urbanization quality and urban-rural integration should be paid more attention. However, technology innovation was significantly positive in agricultural water utilization efficiency. The influencing factors of per capita water availability and annual precipitation did not pass the significance test. Therefore, the government should vigorously promote the development of high-quality new-type urbanization, scientifically formulate the scale and speed of urbanization, strengthen the urban, rural, and industrial integration, and promote the adjustment of planting structures and agricultural deep processing."
WOS:000391183600001,2017,English,Article,Improving rice production sustainability by reducing water demand and greenhouse gas emissions with biodegradable films,,NITROUS-OXIDE EMISSIONS; PRODUCTION SYSTEM; LOWLAND RICE; AMMONIA VOLATILIZATION; METHANE EMISSION; USE EFFICIENCY; N2O EMISSIONS; PADDY FIELDS; SOIL; FLUXES,"In China, rice production is facing unprecedented challenges, including the increasing demand, looming water crisis and on-going climate change. Thus, producing more rice at lower environmental cost is required for future development, i.e., the use of less water and the production of fewer greenhouse gas (GHG) per unit of rice. Ground cover rice production systems (GCRPSs) could potentially address these concerns, although no studies have systematically and simultaneously evaluated the benefits of GCRPS regarding yields and considering water use and GHG emissions. This study reports the results of a 2-year study comparing conventional paddy and various GCRPS practices. Relative to conventional paddy, GCRPSs had greater rice yields and nitrogen use efficiencies (8.5% and 70%, respectively), required less irrigation (-64%) and resulted in less total CH4 and N2O emissions (-54%). On average, annual emission factors of N2O were 1.67% and 2.00% for conventional paddy and GCRPS, respectively. A cost-benefit analysis considering yields, GHG emissions, water demand and labor and mulching costs indicated GCRPSs are an environmentally and economically profitable technology. Furthermore, substituting the polyethylene film with a biodegradable film resulted in comparable benefits of yield and climate. Overall, GCRPSs, particularly with biodegradable films, provide a promising solution for farmers to secure or even increase yields while reducing the environmental footprint."
WOS:000432475300153,2018,English,Article,Water resources conservation and nitrogen pollution reduction under global food trade and agricultural intensification,Food trade; Water resources conservation; Nitrogen pollution reduction; Agricultural intensification; PEPIC; GTAP,VIRTUAL WATER; CROP PRODUCTION; INTERNATIONAL-TRADE; FOOTPRINT; MODEL; SECURITY; FLOWS; GLOBALIZATION; SCENARIOS; TRANSFERS,"Global food trade entails virtual flows of agricultural resources and pollution across countries. Here we performed a global-scale assessment of impacts of international food trade on blue water use, total water use, and nitrogen (N) inputs and on N losses in maize, rice, and wheat production. We simulated baseline conditions for the year 2000 and explored the impacts of an agricultural intensification scenario, in which low-input countries increase N and irrigation inputs to a greater extent than high-input countries. We combined a crop model with the Global Trade Analysis Project model. Results show that food exports generally occurred from regions with lower water and N use intensities, defined here as water and N uses in relation to crop yields, to regions with higher resources use intensities. Globally, food trade thus conserved a large amount of water resources and N applications, and also substantially reduced N losses. The trade-related conservation in blue water use reached 85 km(3) y(-1), accounting for more than half of total blue water use for producing the three crops. Food exported from the USA contributed the largest proportion of global water and N conservation as well as N loss reduction, but also led to substantial export-associated N losses in the country itself. Under the intensification scenario, the converging water and N use intensities across countries result in a more balanced world; crop trade will generally decrease, and global water resources conservation and N pollution reduction associated with the trade will reduce accordingly. The study provides useful information to understand the implications of agricultural intensification for international crop trade, crop water use and N pollution patterns in the world. (c) 2018 Elsevier B.V. All rights reserved."
WOS:000390432700006,2017,English,Article,Water limits to closing yield gaps,Irrigation water; Yield gap; Freshwater resources; Food production; Water scarcity,VIRTUAL WATER; FOOD DEMAND; LAND; PRODUCTIVITY; FOOTPRINT; DIETS; GREEN; BLUE,"Agricultural intensification is often seen as a suitable approach to meet the growing demand for agricultural products and improve food security. It typically entails the use of fertilizers, new cultivars, irrigation, and other modern technology. In regions of the world affected by seasonal or chronic water scarcity, yield gap closure is strongly dependent on irrigation (blue water). Global yield gap assessments have often ignored whether the water required to close the yield gap is locally available. Here we perform a gridded global analysis (10 km resolution) of the blue water consumption that is needed annually to close the yield gap worldwide and evaluate the associated pressure on renewable freshwater resources. We find that, to close the yield gap, human appropriation of freshwater resources for irrigation would have to increase at least by 146%. Most study countries would experience at least a doubling in blue water requirement, with 71% of the additional blue water being required by only four crops - maize, rice, soybeans, and wheat. Further, in some countries (e.g., Algeria, Morocco, Syria, Tunisia, and Yemen) the total volume of blue water required for yield gap closure would exceed sustainable levels of freshwater consumption (i.e., 40% of total renewable surface and groundwater resources). (C) 2016 Elsevier Ltd. All rights reserved."
WOS:000463025900026,2019,English,Article,Assessing water scarcity in Malaysia: a case study of rice production,Water consumption; Water footprint; Water stress index; Water resources; Water management; Water withdrawal; Malaysia,FRESH-WATER; CROPS PRODUCTION; FOOTPRINT; CONSUMPTION; GREEN; BLUE,"Recent years have seen a surge of interest in assessing water withdrawal in the agricultural sector which has been experiencing an increasing concern with sustainable environmental requirements. Like other highly water-intensive crops, rice production systems rely on an ample water supply, thus posing a serious threat to water availability. This study estimates the water use of rice cultivated in the off- and main seasons in Malaysia. The water withdrawal of rice was estimated based on the monthly climatic data of 30 y (1983-2013) and a 10-y (2002-2011) average annual crop yield. The water stress index (WSI) of the 16 major watersheds in Malaysia was also derived to assess the water deprivation. We found that the blue water use for rice cultivation in the off- and main seasons ranges between 619 and 1,421 m(3)/t and 504 and 1,031 m(3)/t, respectively. The results also showed that the average WSI for 11 states in Peninsular Malaysia is 0.08 with a total water deprivation of 97 million m (H2O)-H-3 eq/y. This study can serve as baseline information for the government in identifying the areas that need to be conserved and the recommendations that should be drawn toward sustainable management of water resources in Malaysia."
WOS:000691588400012,2021,English,Article,Biogas feedstock potentials and related water footprints from residues in China and the European Union,EU and Chinese biogas potentials; Agricultural residues; Forestry residues; Residue availability; Biogas water footprint; Comparative assessment,AVAILABILITY; AGRICULTURE; WASTE; SOIL,"China encounters heavy air pollution caused by coal consumption. China and the EU aim to decrease greenhouse gas emissions. Shifting to biogas from residues contributes to solving both problems. This study assesses China's biogas potentials and related water footprints (WFs) and compares results with potentials and WFs for the EU. Starting from a literature review on EU biogas potentials, it analyzes information resulting in a calculation meth-odology, its validation and application to China. Finally, it estimates WFs and makes a comparative assessment of biogas potentials of the EU and China. In the EU, biogas from agricultural, forestry and other residues might con-tribute 8% (5300 PJ) to primary energy consumption, in China 10% (13,275 PJ.) In the EU, agriculture contributes 41%, forestry 26%, other residues 23%, and manure 10%. The corresponding results for China are agriculture (67%), forestry (23%), manure (7%) and other residues (3%). In the EU, biogas might contribute 45% to total gas demand; in China more biogas can be produced than consumed in 2018 (185% of demand). The EU results fall in the range of residue potentials from earlier studies. Maize, wheat, barley and rapeseed contribute 78% to the EU agricultural biogas potential. In China, dominant crops are maize (49%), rice (18%), wheat (12%) and seed cotton (6%). For water, there are large differences among WFs of specific crop residues, but also between WFs for EU and Chinese crop residues. Most Chinese crop residues have larger WFs than the EU residues. Biogas from sugar beet residues has the smallest WFs, biogas from tobacco residues the largest. Although using residues for energy does not change total national WFs, it reallocates WFs over main products and residues. The comparative assessment sup -ports better use of biogas potentials from residues with lower WFs and is also applicable for other regions and countries. (c) 2021 The Author(s). Published by Elsevier B.V. This is an open access article under the CC BY license (http:// creativecommons.org/licenses/by/4.0/)."
WOS:000733777300005,2021,English,Article,Cropping pattern simulation-optimization model for water use efficiency and economic return,AquaCrop-OS; nonlinear optimization; profitability; spatial distribution; water availability,YIELD RESPONSE; AQUACROP; CALIBRATION; FOOTPRINT,"Sustainable agricultural development is one of the most important tools for the economic growth of a country. Therefore, water and land use management is considered a priority. This research aimed to develop a framework to optimize crops' spatial and temporal distribution in an irrigation district. The AquaCropOS (FAO) water productivity model was integrated with a non-linear optimization model to maximize the annual net profitability and minimize the water consumption of three crops (rice, corn, and forage). It was applied at a regional level to 905 simulation sub-units in the Zulia irrigation district (Colombia), in three typical climatic years' scenarios, and at a multi-period level (monthly). The results indicated that: i) crop simulation for the study area was applicable and feasible; ii) rice can be combined with forage and corn; iii) corn is a viable option under dry year conditions; iv) under a wet year, forage production is the best option. On average, in the dry year, profitability decreased by 14.5% compared to the normal year in half of the study area, and in some areas, economic losses of up to 53% were obtained. In the wet year, profitability remained at the same level as the normal year in 43.8% of the area. However, there were significant decreases in profitability in 23.1% of the district. In the normal year, the water demand of the crops in each simulated period allows savings of up to 50% of water compared to the current concession amount, which is 1000 mm. This study is useful for making decisions on sustainable resources management and optimal irrigation water and land use under different biophysical and economic conditions."
